Id,itemDescription,InvoiceNum,Quantity
19490,salty snack,7648,1
19491,frankfurter,7649,1
19492,other vegetables,7649,1
19493,ham,7649,1
19494,other vegetables,7649,2
19495,fruit/vegetable juice,7649,1
19496,rolls/buns,7649,1
19497,fruit/vegetable juice,7649,1
19498,rolls/buns,7649,1
19499,citrus fruit,7650,1
19500,rolls/buns,7650,1
19501,ketchup,7651,1
19502,hard cheese,7651,1
19503,rolls/buns,7651,1
19504,hamburger meat,7652,1
19505,brown bread,7652,1
19506,chewing gum,7652,1
19507,rolls/buns,7653,1
19508,other vegetables,7653,1
19509,hamburger meat,7654,1
19510,ice cream,7654,1
19511,chocolate,7654,1
19512,curd,7654,1
19513,white wine,7655,1
19514,whole milk,7655,1
19515,misc. beverages,7655,1
19516,semi/finished bread,7656,1
19517,waffles,7656,1
19518,whole milk,7657,1
19519,bottled beer,7657,1
19520,frankfurter,7658,1
19521,salt,7658,1
19522,frankfurter,7659,1
19523,sausage,7659,1
19524,tropical fruit,7660,1
19525,spread cheese,7660,1
19526,onions,7660,1
19527,mayonnaise,7660,1
19528,meat,7661,1
19529,pip fruit,7661,1
19530,yogurt,7661,1
19531,other vegetables,7662,3
19532,hamburger meat,7662,1
19533,soda,7662,1
19534,soft cheese,7662,1
19535,waffles,7662,1
19536,liver loaf,7663,1
19537,other vegetables,7663,1
19538,liver loaf,7664,1
19539,fruit/vegetable juice,7664,1
19540,soda,7665,1
19541,instant coffee,7665,1
19542,chicken,7666,1
19543,pastry,7666,1
19544,soda,7666,1
19545,newspapers,7667,1
19546,rolls/buns,7667,1
19547,hamburger meat,7668,1
19548,chicken,7668,1
19549,butter,7668,1
19550,rolls/buns,7668,1
19551,sausage,7669,1
19552,butter,7669,1
19553,sausage,7670,1
19554,beverages,7670,1
19555,meat,7671,1
19556,misc. beverages,7671,1
19557,spread cheese,7672,1
19558,shopping bags,7672,1
19559,salty snack,7673,1
19560,cat food,7673,1
19561,frozen vegetables,7673,1
19562,canned beer,7674,1
19563,whole milk,7674,1
19564,other vegetables,7675,1
19565,butter,7675,1
19566,red/blush wine,7675,1
19567,tropical fruit,7676,1
19568,fruit/vegetable juice,7676,1
19569,soda,7677,1
19570,domestic eggs,7677,1
19571,pip fruit,7678,1
19572,margarine,7678,1
19573,rolls/buns,7679,1
19574,berries,7679,1
19575,sausage,7680,1
19576,whole milk,7680,1
19577,baking powder,7681,1
19578,bottled water,7681,1
19579,soda,7682,1
19580,rolls/buns,7682,1
19581,beef,7683,1
19582,pip fruit,7683,1
19583,bottled water,7683,1
19584,margarine,7683,1
19585,hygiene articles,7683,1
19586,shopping bags,7684,1
19587,whole milk,7684,1
19588,frozen vegetables,7685,1
19589,tropical fruit,7685,1
19590,canned beer,7686,1
19591,flour,7686,1
19592,root vegetables,7687,1
19593,yogurt,7687,1
19594,whole milk,7688,1
19595,whipped/sour cream,7688,1
19596,processed cheese,7689,1
19597,root vegetables,7689,1
19598,pork,7690,1
19599,other vegetables,7690,1
19600,frozen vegetables,7691,1
19601,bottled beer,7691,1
19602,whole milk,7692,2
19603,yogurt,7693,2
19604,dessert,7694,1
19605,dental care,7694,1
19606,waffles,7694,1
19607,bottled water,7695,1
19608,other vegetables,7695,1
19609,pastry,7696,1
19610,soda,7696,1
19611,specialty bar,7697,1
19612,other vegetables,7697,1
19613,fruit/vegetable juice,7698,1
19614,long life bakery product,7698,1
19615,other vegetables,7699,1
19616,ice cream,7699,1
19617,root vegetables,7700,2
19618,butter milk,7701,1
19619,packaged fruit/vegetables,7701,1
19620,frozen potato products,7702,1
19621,whipped/sour cream,7702,1
19622,candy,7703,1
19623,margarine,7703,1
19624,meat,7704,1
19625,specialty cheese,7704,1
19626,misc. beverages,7705,1
19627,frozen meals,7705,1
19628,hamburger meat,7706,1
19629,dog food,7706,1
19630,other vegetables,7707,1
19631,yogurt,7707,1
19632,beverages,7708,1
19633,whole milk,7708,1
19634,pasta,7708,1
19635,canned beer,7709,1
19636,dishes,7709,1
19637,mustard,7710,1
19638,whole milk,7710,1
19639,tropical fruit,7710,1
19640,whole milk,7710,1
19641,sausage,7711,1
19642,frozen meals,7711,1
19643,whole milk,7712,1
19644,pastry,7712,1
19645,specialty bar,7712,1
19646,salty snack,7713,1
19647,pip fruit,7713,1
19648,photo/film,7713,1
19649,domestic eggs,7713,1
19650,rolls/buns,7713,1
19651,coffee,7714,1
19652,beef,7714,1
19653,dishes,7714,1
19654,brown bread,7714,1
19655,pastry,7714,1
19656,hamburger meat,7715,1
19657,dessert,7715,1
19658,beef,7716,1
19659,ham,7716,1
19660,instant coffee,7717,1
19661,newspapers,7717,1
19662,bottled water,7718,1
19663,whole milk,7718,1
19664,citrus fruit,7718,2
19665,pickled vegetables,7718,1
19666,salad dressing,7718,1
19667,bottled water,7719,1
19668,other vegetables,7719,1
19669,spread cheese,7719,1
19670,yogurt,7719,1
19671,specialty bar,7719,1
19672,fruit/vegetable juice,7720,1
19673,pastry,7720,1
19674,berries,7721,1
19675,nut snack,7721,1
19676,sliced cheese,7721,1
19677,processed cheese,7722,1
19678,mayonnaise,7722,1
19679,shopping bags,7722,1
19680,whole milk,7723,1
19681,margarine,7723,1
19682,coffee,7724,1
19683,hard cheese,7724,1
19684,organic products,7725,1
19685,root vegetables,7725,1
19686,other vegetables,7726,1
19687,semi/finished bread,7726,1
19688,rolls/buns,7727,1
19689,butter milk,7727,1
19690,specialty chocolate,7728,1
19691,soda,7728,1
19692,root vegetables,7729,1
19693,domestic eggs,7729,1
19694,chicken,7730,1
19695,whole milk,7730,1
19696,vinegar,7730,1
19697,shopping bags,7730,1
19698,pastry,7731,1
19699,curd,7731,1
19700,root vegetables,7732,1
19701,butter milk,7732,1
19702,canned beer,7733,1
19703,turkey,7733,1
19704,pastry,7733,1
19705,bottled water,7733,1
19706,butter,7733,1
19707,chicken,7734,1
19708,salty snack,7734,1
19709,oil,7735,1
19710,other vegetables,7735,1
19711,rolls/buns,7735,1
19712,yogurt,7736,1
19713,detergent,7736,1
19714,specialty bar,7737,1
19715,chicken,7737,1
19716,frankfurter,7738,1
19717,soda,7738,2
19718,mustard,7739,1
19719,soda,7739,1
19720,pet care,7740,1
19721,chocolate,7740,1
19722,yogurt,7741,1
19723,domestic eggs,7741,1
19724,tropical fruit,7742,1
19725,soda,7742,1
19726,detergent,7743,1
19727,root vegetables,7743,1
19728,fruit/vegetable juice,7743,1
19729,brown bread,7743,2
19730,white wine,7744,1
19731,sliced cheese,7745,1
19732,dessert,7745,1
19733,shopping bags,7745,1
19734,canned fish,7746,1
19735,specialty cheese,7746,1
19736,yogurt,7746,1
19737,specialty vegetables,7746,1
19738,frankfurter,7747,1
19739,brown bread,7747,1
19740,pip fruit,7748,1
19741,canned vegetables,7748,1
19742,cling film/bags,7748,1
19743,tropical fruit,7749,2
19744,soda,7750,1
19745,frozen dessert,7750,1
19746,pickled vegetables,7750,1
19747,root vegetables,7751,1
19748,pip fruit,7751,1
19749,canned beer,7752,1
19750,yogurt,7752,1
19751,tropical fruit,7752,1
19752,whole milk,7752,2
19753,fruit/vegetable juice,7753,1
19754,curd,7754,1
19755,whole milk,7754,1
19756,bottled water,7754,1
19757,canned beer,7755,1
19758,domestic eggs,7755,1
19759,whole milk,7755,1
19760,brown bread,7756,1
19761,packaged fruit/vegetables,7756,1
19762,tropical fruit,7757,1
19763,flour,7757,1
19764,specialty chocolate,7757,1
19765,domestic eggs,7758,1
19766,whole milk,7758,1
19767,brown bread,7758,1
19768,waffles,7759,1
19769,fruit/vegetable juice,7759,1
19770,tropical fruit,7760,1
19771,whole milk,7760,1
19772,root vegetables,7761,1
19773,yogurt,7761,1
19774,bottled beer,7762,1
19775,whole milk,7762,1
19776,chicken,7763,1
19777,margarine,7763,1
19778,hamburger meat,7764,1
19779,salt,7764,1
19780,citrus fruit,7765,1
19781,other vegetables,7765,1
19782,frankfurter,7766,1
19783,canned beer,7766,1
19784,rolls/buns,7767,1
19785,white wine,7767,1
19786,whole milk,7768,1
19787,newspapers,7768,1
19788,soda,7769,1
19789,grapes,7769,1
19790,whole milk,7770,1
19791,yogurt,7770,1
19792,chocolate,7770,1
19793,pip fruit,7771,1
19794,pork,7771,1
19795,brown bread,7771,1
19796,whole milk,7771,2
19797,shopping bags,7772,1
19798,newspapers,7772,1
19799,rolls/buns,7773,1
19800,yogurt,7773,1
19801,margarine,7774,1
19802,yogurt,7774,1
19803,citrus fruit,7775,1
19804,yogurt,7775,1
19805,white bread,7776,1
19806,bottled water,7776,1
19807,newspapers,7777,2
19808,frankfurter,7778,1
19809,whole milk,7778,1
19810,canned fish,7778,1
19811,yogurt,7778,1
19812,canned beer,7779,1
19813,chocolate,7779,1
19814,citrus fruit,7780,3
19815,soda,7781,1
19816,sausage,7782,1
19817,house keeping products,7782,1
19818,pork,7783,1
19819,rolls/buns,7783,1
19820,butter milk,7784,1
19821,pickled vegetables,7784,1
19822,hygiene articles,7784,1
19823,whole milk,7785,1
19824,margarine,7785,1
19825,yogurt,7786,1
19826,domestic eggs,7786,1
19827,pasta,7786,1
19828,newspapers,7787,1
19829,shopping bags,7787,1
19830,turkey,7788,1
19831,root vegetables,7788,1
19832,other vegetables,7788,1
19833,berries,7788,1
19834,salty snack,7788,1
19835,whole milk,7789,1
19836,white bread,7789,1
19837,processed cheese,7790,1
19838,rolls/buns,7790,1
19839,whipped/sour cream,7791,1
19840,tropical fruit,7791,1
19841,other vegetables,7792,1
19842,chewing gum,7792,1
19843,canned beer,7793,1
19844,root vegetables,7793,1
19845,brown bread,7794,1
19846,yogurt,7794,1
19847,dessert,7795,1
19848,whipped/sour cream,7795,1
19849,sausage,7796,1
19850,packaged fruit/vegetables,7796,1
19851,shopping bags,7797,1
19852,yogurt,7797,1
19853,whole milk,7798,1
19854,brown bread,7798,1
19855,soda,7798,1
19856,tropical fruit,7799,1
19857,grapes,7799,1
19858,sausage,7800,1
19859,meat,7800,1
19860,soda,7801,1
19861,whipped/sour cream,7801,1
19862,domestic eggs,7802,1
19863,waffles,7802,1
19864,herbs,7803,1
19865,white bread,7803,1
19866,cream cheese ,7804,1
19867,bottled water,7804,1
19868,frankfurter,7805,1
19869,bottled beer,7805,1
19870,beef,7806,1
19871,newspapers,7806,1
19872,canned vegetables,7806,1
19873,citrus fruit,7807,1
19874,whole milk,7807,1
19875,bottled beer,7807,1
19876,bottled water,7808,1
19877,specialty bar,7808,1
19878,curd,7808,1
19879,root vegetables,7809,1
19880,liquor,7809,1
19881,sliced cheese,7809,1
19882,onions,7810,1
19883,specialty vegetables,7810,1
19884,rolls/buns,7811,1
19885,soda,7811,1
19886,root vegetables,7812,1
19887,soups,7812,1
19888,napkins,7813,1
19889,fruit/vegetable juice,7813,1
19890,misc. beverages,7814,1
19891,yogurt,7814,1
19892,oil,7814,1
19893,berries,7815,1
19894,brown bread,7815,1
19895,sausage,7816,1
19896,bottled water,7816,1
19897,citrus fruit,7817,1
19898,sugar,7817,1
19899,waffles,7818,1
19900,sugar,7818,1
19901,meat,7819,1
19902,butter,7819,1
19903,frozen dessert,7819,1
19904,citrus fruit,7820,1
19905,butter milk,7820,1
19906,cream cheese ,7820,1
19907,pip fruit,7821,1
19908,whole milk,7821,1
19909,pork,7822,1
19910,soda,7822,1
19911,margarine,7823,1
19912,pastry,7823,1
19913,beef,7824,1
19914,waffles,7824,1
19915,salty snack,7824,1
19916,UHT/milk,7825,1
19917,curd,7825,1
19918,chocolate,7825,1
19919,canned beer,7826,1
19920,root vegetables,7826,1
19921,frankfurter,7827,1
19922,rolls/buns,7827,1
19923,frozen dessert,7828,1
19924,newspapers,7828,1
19925,meat,7829,1
19926,domestic eggs,7829,1
19927,chicken,7830,1
19928,cat food,7830,1
19929,sausage,7831,1
19930,pork,7831,1
19931,soda,7831,1
19932,salt,7831,1
19933,chicken,7832,1
19934,brown bread,7832,1
19935,fruit/vegetable juice,7833,1
19936,chocolate,7833,1
19937,other vegetables,7834,1
19938,white bread,7834,1
19939,meat,7835,1
19940,other vegetables,7835,1
19941,beef,7836,1
19942,curd,7836,1
19943,shopping bags,7837,2
19944,whole milk,7838,1
19945,frozen vegetables,7838,1
19946,misc. beverages,7839,1
19947,other vegetables,7839,1
19948,frozen vegetables,7840,1
19949,bottled beer,7840,1
19950,soda,7840,1
19951,rolls/buns,7840,2
19952,soda,7841,1
19953,citrus fruit,7841,1
19954,spread cheese,7841,1
19955,citrus fruit,7842,1
19956,whole milk,7842,1
19957,bottled water,7843,1
19958,yogurt,7843,1
19959,spices,7843,1
19960,fruit/vegetable juice,7843,1
19961,root vegetables,7844,1
19962,white wine,7844,1
19963,dessert,7845,1
19964,rolls/buns,7845,1
19965,butter,7846,1
19966,whipped/sour cream,7846,1
19967,ham,7847,1
19968,pastry,7847,1
19969,nuts/prunes,7848,1
19970,whole milk,7848,1
19971,pip fruit,7849,1
19972,shopping bags,7849,1
19973,white wine,7849,1
19974,pet care,7849,1
19975,rolls/buns,7850,1
19976,whole milk,7850,1
19977,citrus fruit,7851,1
19978,waffles,7851,1
19979,meat,7852,1
19980,chocolate,7852,1
19981,newspapers,7853,1
19982,yogurt,7853,1
19983,napkins,7854,1
19984,frozen vegetables,7854,1
19985,bottled water,7855,1
19986,canned beer,7855,1
19987,waffles,7856,1
19988,rolls/buns,7856,1
19989,whole milk,7857,1
19990,domestic eggs,7857,1
19991,bottled beer,7857,2
19992,sausage,7858,1
19993,specialty bar,7858,1
19994,tropical fruit,7859,1
19995,canned beer,7859,1
19996,other vegetables,7860,1
19997,coffee,7860,1
19998,brown bread,7860,1
19999,cat food,7861,1
20000,soda,7861,1
20001,processed cheese,7862,1
20002,frozen potato products,7862,1
20003,Instant food products,7862,1
20004,root vegetables,7863,1
20005,herbs,7863,1
20006,cereals,7863,1
20007,oil,7864,1
20008,UHT/milk,7864,1
20009,newspapers,7865,1
20010,whole milk,7865,1
20011,citrus fruit,7866,1
20012,bottled water,7866,1
20013,pork,7867,1
20014,white bread,7867,1
20015,waffles,7867,1
20016,soda,7868,1
20017,grapes,7868,1
20018,chocolate,7869,1
20019,pip fruit,7869,1
20020,rolls/buns,7869,1
20021,other vegetables,7869,1
20022,frozen vegetables,7869,1
20023,mustard,7870,1
20024,domestic eggs,7870,1
20025,whole milk,7871,1
20026,oil,7871,1
20027,whole milk,7872,1
20028,domestic eggs,7872,1
20029,rolls/buns,7873,1
20030,nuts/prunes,7873,1
20031,hygiene articles,7874,1
20032,cling film/bags,7874,1
20033,soda,7875,1
20034,margarine,7875,1
20035,coffee,7876,1
20036,domestic eggs,7876,1
20037,brown bread,7877,1
20038,tropical fruit,7877,1
20039,berries,7877,2
20040,cream cheese ,7878,1
20041,other vegetables,7878,1
20042,zwieback,7879,1
20043,bottled water,7879,1
20044,napkins,7880,1
20045,white bread,7880,1
20046,sugar,7881,1
20047,shopping bags,7881,1
20048,whole milk,7882,1
20049,frozen fish,7882,1
20050,frozen vegetables,7883,1
20051,sugar,7883,1
20052,citrus fruit,7884,1
20053,brown bread,7884,1
20054,snack products,7884,1
20055,napkins,7884,1
20056,cream cheese ,7885,1
20057,other vegetables,7885,1
20058,whole milk,7886,1
20059,onions,7886,1
20060,frozen meals,7887,1
20061,frozen vegetables,7887,1
20062,curd,7887,1
20063,pot plants,7888,1
20064,misc. beverages,7888,1
20065,baking powder,7888,1
20066,ham,7889,1
20067,soda,7889,1
20068,pickled vegetables,7889,1
20069,ham,7890,1
20070,chewing gum,7890,1
20071,frozen vegetables,7890,1
20072,berries,7891,1
20073,domestic eggs,7891,1
20074,pork,7892,1
20075,brown bread,7892,1
20076,misc. beverages,7892,1
20077,cat food,7893,1
20078,napkins,7893,1
20079,fruit/vegetable juice,7893,1
20080,citrus fruit,7894,1
20081,pork,7894,1
20082,other vegetables,7894,1
20083,yogurt,7894,1
20084,other vegetables,7895,1
20085,salty snack,7895,1
20086,liver loaf,7896,1
20087,citrus fruit,7896,1
20088,whole milk,7897,1
20089,soda,7897,1
20090,yogurt,7897,1
20091,meat,7898,1
20092,whole milk,7898,2
20093,yogurt,7898,1
20094,tropical fruit,7899,1
20095,flour,7899,1
20096,sausage,7900,1
20097,chicken,7900,2
20098,specialty bar,7901,1
20099,newspapers,7901,1
20100,liquor,7901,1
20101,salty snack,7902,1
20102,brown bread,7902,1
20103,hamburger meat,7903,1
20104,grapes,7903,1
20105,candy,7903,1
20106,beef,7904,1
20107,whole milk,7904,1
20108,newspapers,7904,1
20109,beef,7905,1
20110,bottled water,7905,1
20111,pip fruit,7906,1
20112,whipped/sour cream,7906,1
20113,yogurt,7907,1
20114,berries,7907,1
20115,butter,7907,1
20116,pastry,7907,1
20117,meat,7908,1
20118,yogurt,7908,1
20119,sausage,7909,1
20120,grapes,7909,1
20121,bottled water,7910,1
20122,white bread,7910,1
20123,liver loaf,7911,1
20124,other vegetables,7911,1
20125,cling film/bags,7912,1
20126,other vegetables,7912,2
20127,berries,7913,1
20128,whipped/sour cream,7913,1
20129,coffee,7914,1
20130,oil,7914,1
20131,newspapers,7914,1
20132,root vegetables,7915,1
20133,pastry,7915,1
20134,coffee,7916,1
20135,chicken,7916,1
20136,beverages,7917,1
20137,sausage,7917,1
20138,white bread,7917,1
20139,bottled water,7917,1
20140,citrus fruit,7918,1
20141,canned fruit,7918,1
20142,pip fruit,7918,1
20143,dessert,7918,1
20144,other vegetables,7919,1
20145,bottled water,7919,1
20146,white bread,7919,1
20147,soda,7920,1
20148,rolls/buns,7920,1
20149,other vegetables,7921,1
20150,hygiene articles,7921,1
20151,chicken,7922,1
20152,bottled beer,7922,1
20153,fruit/vegetable juice,7923,1
20154,soda,7923,1
20155,whole milk,7924,1
20156,sliced cheese,7924,1
20157,bottled water,7925,1
20158,long life bakery product,7925,1
20159,rolls/buns,7925,1
20160,packaged fruit/vegetables,7926,1
20161,bottled beer,7926,1
20162,citrus fruit,7927,1
20163,whole milk,7927,1
20164,rolls/buns,7927,1
20165,tropical fruit,7928,1
20166,oil,7928,1
20167,pip fruit,7929,1
20168,newspapers,7929,1
20169,sausage,7930,1
20170,whole milk,7930,1
20171,whipped/sour cream,7931,1
20172,bottled water,7931,1
20173,pork,7932,1
20174,white bread,7932,1
20175,pork,7933,1
20176,whole milk,7933,1
20177,flower (seeds),7933,1
20178,hamburger meat,7934,1
20179,root vegetables,7934,1
20180,bottled beer,7934,1
20181,cream cheese ,7935,1
20182,meat,7935,1
20183,rolls/buns,7935,1
20184,yogurt,7935,1
20185,frozen meals,7935,1
20186,whipped/sour cream,7935,1
20187,sausage,7936,1
20188,butter,7936,1
20189,specialty bar,7936,1
20190,soda,7936,1
20191,whipped/sour cream,7936,1
20192,dessert,7937,1
20193,newspapers,7937,1
20194,bottled water,7937,1
20195,ice cream,7938,1
20196,bottled beer,7938,1
20197,brown bread,7938,1
20198,sweet spreads,7939,1
20199,coffee,7939,2
20200,dessert,7940,1
20201,pastry,7941,1
20202,hard cheese,7941,1
20203,ice cream,7942,1
20204,yogurt,7942,1
20205,sausage,7943,1
20206,bottled water,7943,1
20207,canned beer,7944,1
20208,bottled water,7944,1
20209,yogurt,7945,1
20210,soda,7945,1
20211,long life bakery product,7946,1
20212,yogurt,7946,1
20213,long life bakery product,7947,1
20214,soda,7947,1
20215,pastry,7948,1
20216,bottled beer,7948,1
20217,berries,7949,1
20218,UHT/milk,7949,1
20219,cream cheese ,7949,1
20220,chicken,7950,1
20221,yogurt,7950,1
20222,waffles,7950,1
20223,whipped/sour cream,7951,1
20224,yogurt,7951,1
20225,butter milk,7952,1
20226,margarine,7952,1
20227,tropical fruit,7953,1
20228,curd cheese,7953,1
20229,hamburger meat,7954,1
20230,white wine,7954,1
20231,tropical fruit,7955,1
20232,other vegetables,7955,1
20233,sausage,7956,1
20234,specialty bar,7956,1
20235,shopping bags,7957,1
20236,rice,7957,1
20237,yogurt,7958,1
20238,onions,7958,1
20239,soda,7959,1
20240,flour,7959,1
20241,whole milk,7960,1
20242,newspapers,7960,1
20243,other vegetables,7961,1
20244,rolls/buns,7961,1
20245,beverages,7962,1
20246,coffee,7962,1
20247,root vegetables,7963,1
20248,sugar,7963,1
20249,ice cream,7964,1
20250,other vegetables,7964,1
20251,misc. beverages,7964,1
20252,beef,7965,1
20253,UHT/milk,7965,1
20254,long life bakery product,7966,2
20255,whipped/sour cream,7966,1
20256,soda,7966,1
20257,newspapers,7967,1
20258,spread cheese,7967,1
20259,citrus fruit,7968,1
20260,curd,7968,1
20261,margarine,7968,1
20262,other vegetables,7969,1
20263,brown bread,7969,1
20264,hard cheese,7969,1
20265,salty snack,7969,1
20266,other vegetables,7970,1
20267,coffee,7970,1
20268,hard cheese,7971,1
20269,rolls/buns,7971,1
20270,root vegetables,7971,1
20271,napkins,7971,1
20272,chicken,7972,1
20273,white bread,7972,1
20274,pot plants,7973,1
20275,soda,7973,2
